Index	Version	Book	Chapter	Verse	Text
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	3	But neither Titus, who was with me, being a Greek, was compelled to be circumcised:
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	4	And that because of false brethren unawares brought in, who came in privily to spy out our liberty which we have in Christ Jesus, that they might bring us into bondage:
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	5	To whom we gave place by subjection, no, not for an hour; that the truth of the gospel might continue with you.
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	6	But of these who seemed to be somewhat, (whatsoever they were, it maketh no matter to me: God accepteth no man’s person:) for they who seemed to be somewhat in conference added nothing to me:
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	7	But contrariwise, when they saw that the gospel of the uncircumcision was committed unto me, as the gospel of the circumcision was unto Peter;
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	8	(For he that wrought effectually in Peter to the apostleship of the circumcision, the same was mighty in me toward the Gentiles:)
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	9	And when James, Cephas, and John, who seemed to be pillars, perceived the grace that was given unto me, they gave to me and Barnabas the right hands of fellowship; that we should go unto the heathen, and they unto the circumcision.
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	10	Only they would that we should remember the poor; the same which I also was forward to do.
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	11	But when Peter was come to Antioch, I withstood him to the face, because he was to be blamed.
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	12	For before that certain came from James, he did eat with the Gentiles: but when they were come, he withdrew and separated himself, fearing them which were of the circumcision.
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	13	And the other Jews dissembled likewise with him; insomuch that Barnabas also was carried away with their dissimulation.
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	14	But when I saw that they walked not uprightly according to the truth of the gospel, I said unto Peter before them all, If thou, being a Jew, livest after the manner of Gentiles, and not as do the Jews, why compellest thou the Gentiles to live as do the Jews?
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	15	We who are Jews by nature, and not sinners of the Gentiles,
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	16	Knowing that a man is not justified by the works of the law, but by the faith of Jesus Christ, even we have believed in Jesus Christ, that we might be justified by the faith of Christ, and not by the works of the law: for by the works of the law shall no flesh be justified.
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	17	But if, while we seek to be justified by Christ, we ourselves also are found sinners, is therefore Christ the minister of sin? God forbid.
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	18	For if I build again the things which I destroyed, I make myself a transgressor.
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	19	For I through the law am dead to the law, that I might live unto God.
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	20	I am crucified with Christ: neverthless I live; yet not I, but Christ liveth in me: and the life which I now live in the flesh I live by the faith of the Son of God, who loved me, and gave himself for me.
9	KJV	The Epistle of Paul the Apostle to the Galatians	2	21	I do not frustrate the grace of God: for if righteousness come by the law, then Christ is dead in vain.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	1	O foolish Galatians, who hath bewitched you, that ye should not obey the truth, before whose eyes Jesus Christ hath been evidently set forth, crucified among you?
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	2	This only would I learn of you, Received ye the Spirit by the works of the law, or by the hearing of faith?
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	3	Are ye so foolish? having begun in the Spirit, are ye now made perfect by the flesh?
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	4	Have ye suffered so many things in vain? if it be yet in vain.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	5	He therefore that ministereth to you the Spirit, and worketh miracles among you, doeth he it by the works of the law, or by the hearing of faith?
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	6	Even as Abraham believed God, and it was accounted to him for righteousness.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	7	Know ye therefore that they which are of faith, the same are the children of Abraham.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	8	And the scripture, foreseeing that God would justify the heathen through faith, preached before the gospel unto Abraham, saying, In thee shall all nations be blessed.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	9	So then they which be of faith are blessed with faithful Abraham.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	10	For as many as are of the works of the law are under the curse: for it is written, Cursed is every one that continueth not in all things which are written in the book of the law to do them.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	11	But that no man is justified by the law in the sight of God, it is evident: for, The just shall live by faith.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	12	And the law is not of faith: but, The man that doeth them shall live in them.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	13	Christ hath redeemed us from the curse of the law, being made a curse for us: for it is written, Cursed is every one that hangeth on a tree:
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	14	That the blessing of Abraham might come on the Gentiles through Jesus Christ; that we might receive the promise of the Spirit through faith.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	15	Brethren, I speak after the manner of men; Though it be but a man’s covenant, yet if it be confirmed, no man disannulleth, or addeth thereto.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	16	Now to Abraham and his seed were the promises made. He saith not, And to seeds, as of many; but as of one, And to thy seed, which is Christ.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	17	And this I say, that the covenant, that was confirmed before of God in Christ, the law, which was four hundred and thirty years after, cannot disannul, that it should make the promise of none effect.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	18	For if the inheritance be of the law, it is no more of promise: but God gave it to Abraham by promise.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	19	Wherefore then serveth the law? It was added because of transgressions, till the seed should come to whom the promise was made; and it was ordained by angels in the hand of a mediator.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	20	Now a mediator is not a mediator of one, but God is one.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	21	Is the law then against the promises of God? God forbid: for if there had been a law given which could have given life, verily righteousness should have been by the law.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	22	But the scripture hath concluded all under sin, that the promise by faith of Jesus Christ might be given to them that believe.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	23	But before faith came, we were kept under the law, shut up unto the faith which should afterwards be revealed.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	24	Wherefore the law was our schoolmaster to bring us unto Christ, that we might be justified by faith.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	25	But after that faith is come, we are no longer under a schoolmaster.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	26	For ye are all the children of God by faith in Christ Jesus.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	27	For as many of you as have been baptized into Christ have put on Christ.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	28	There is neither Jew nor Greek, there is neither bond nor free, there is neither male nor female: for ye are all one in Christ Jesus.
9	KJV	The Epistle of Paul the Apostle to the Galatians	3	29	And if ye be Christ’s, then are ye Abraham’s seed, and heirs according to the promise.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	1	Now I say, That the heir, as long as he is a child, differeth nothing from a servant, though he be lord of all;
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	2	But is under tutors and governors until the time appointed of the father.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	3	Even so we, when we were children, were in bondage under the elements of the world:
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	4	But when the fulness of the time was come, God sent forth his Son, made of a woman, made under the law,
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	5	To redeem them that were under the law, that we might receive the adoption of sons.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	6	And because ye are sons, God hath sent forth the Spirit of his Son into your hearts, crying, Abba, Father.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	7	Wherefore thou art no more a servant, but a son; and if a son, then an heir of God through Christ.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	8	Howbeit then, when ye knew not God, ye did service unto them which by nature are no gods.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	9	But now, after that ye have known God, or rather are known of God, how turn ye again to the weak and beggarly elements, whereunto ye desire again to be in bondage?
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	10	Ye observe days, and months, and times, and years.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	11	I am afraid of you, lest I have bestowed upon you labour in vain.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	12	Brethren, I beseech you, be as I am; for I am as ye are: ye have not injured me at all.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	13	Ye know how through infirmity of the flesh I preached the gospel unto you at the first.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	14	And my temptation which was in my flesh ye despised not, nor rejected; but received me as an angel of God, even as Christ Jesus.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	15	Where is then the blessedness ye spake of? for I bear you record, that, if it had been possible, ye would have plucked out your own eyes, and have given them to me.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	16	Am I therefore become your enemy, because I tell you the truth?
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	17	They zealously affect you, but not well; yea, they would exclude you, that ye might affect them.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	18	But it is good to be zealously affected always in a good thing, and not only when I am present with you.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	19	My little children, of whom I travail in birth again until Christ be formed in you,
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	20	I desire to be present with you now, and to change my voice; for I stand in doubt of you.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	21	Tell me, ye that desire to be under the law, do ye not hear the law?
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	22	For it is written, that Abraham had two sons, the one by a bondmaid, the other by a freewoman.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	23	But he who was of the bondwoman was born after the flesh; but he of the freewoman was by promise.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	24	Which things are an allegory: for these are the two covenants; the one from the mount Sinai, which gendereth to bondage, which is Agar.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	25	For this Agar is mount Sinai in Arabia, and answereth to Jerusalem which now is, and is in bondage with her children.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	26	But Jerusalem which is above is free, which is the mother of us all.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	27	For it is written, Rejoice, thou barren that bearest not; break forth and cry, thou that travailest not: for the desolate hath many more children than she which hath an husband.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	28	Now we, brethren, as Isaac was, are the children of promise.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	29	But as then he that was born after the flesh persecuted him that was born after the Spirit, even so it is now.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	30	Nevertheless what saith the scripture? Cast out the bondwoman and her son: for the son of the bondwoman shall not be heir with the son of the freewoman.
9	KJV	The Epistle of Paul the Apostle to the Galatians	4	31	So then, brethren, we are not children of the bondwoman, but of the free.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	1	Stand fast therefore in the liberty wherewith Christ hath made us free, and be not entangled again with the yoke of bondage.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	2	Behold, I Paul say unto you, that if ye be circumcised, Christ shall profit you nothing.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	3	For I testify again to every man that is circumcised, that he is a debtor to do the whole law.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	4	Christ is become of no effect unto you, whosoever of you are justified by the law; ye are fallen from grace.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	5	For we through the Spirit wait for the hope of righteousness by faith.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	6	For in Jesus Christ neither circumcision availeth any thing, nor uncircumcision; but faith which worketh by love.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	7	Ye did run well; who did hinder you that ye should not obey the truth?
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	8	This persuasion cometh not of him that calleth you.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	9	A little leaven leaveneth the whole lump.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	10	I have confidence in you through the Lord, that ye will be none otherwise minded: but he that troubleth you shall bear his judgment, whosoever he be.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	11	And I, brethren, if I yet preach circumcision, why do I yet suffer persecution? then is the offence of the cross ceased.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	12	I would they were even cut off which trouble you.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	13	For, brethren, ye have been called unto liberty; only use not liberty for an occasion to the flesh, but by love serve one another.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	14	For all the law is fulfilled in one word, even in this; Thou shalt love thy neighbour as thyself.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	15	But if ye bite and devour one another, take heed that ye be not consumed one of another.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	16	This I say then, Walk in the Spirit, and ye shall not fulfil the lust of the flesh.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	17	For the flesh lusteth against the Spirit, and the Spirit against the flesh: and these are contrary the one to the other: so that ye cannot do the things that ye would.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	18	But if ye be led of the Spirit, ye are not under the law.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	19	Now the works of the flesh are manifest, which are these; Adultery, fornication, uncleanness, lasciviousness,
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	20	Idolatry, witchcraft, hatred, variance, emulations, wrath, strife, seditions, heresies,
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	21	Envyings, murders, drunkenness, revellings, and such like: of the which I tell you before, as I have also told you in time past, that they which do such things shall not inherit the kingdom of God.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	22	But the fruit of the Spirit is love, joy, peace, longsuffering, gentleness, goodness, faith,
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	23	Meekness, temperance: against such there is no law.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	24	And they that are Christ’s have crucified the flesh with the affections and lusts.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	25	If we live in the Spirit, let us also walk in the Spirit.
9	KJV	The Epistle of Paul the Apostle to the Galatians	5	26	Let us not be desirous of vain glory, provoking one another, envying one another.
9	KJV	The Epistle of Paul the Apostle to the Galatians	6	1	Brethren, if a man be overtaken in a fault, ye which are spiritual, restore such an one in the spirit of meekness; considering thyself, lest thou also be tempted.
9	KJV	The Epistle of Paul the Apostle to the Galatians	6	2	Bear ye one another’s burdens, and so fulfil the law of Christ.
9	KJV	The Epistle of Paul the Apostle to the Galatians	6	3	For if a man think himself to be something, when he is nothing, he deceiveth himself.
9	KJV	The Epistle of Paul the Apostle to the Galatians	6	4	But let every man prove his own work, and then shall he have rejoicing in himself alone, and not in another.
9	KJV	The Epistle of Paul the Apostle to the Galatians	6	5	For every man shall bear his own burden.
9	KJV	The Epistle of Paul the Apostle to the Galatians	6	6	Let him that is taught in the word communicate unto him that teacheth in all good things.
9	KJV	The Epistle of Paul the Apostle to the Galatians	6	7	Be not deceived; God is not mocked: for whatsoever a man soweth, that shall he also reap.
9	KJV	The Epistle of Paul the Apostle to the Galatians	6	8	For he that soweth to his flesh shall of the flesh reap corruption; but he that soweth to the Spirit shall of the Spirit reap life everlasting.
9	KJV	The Epistle of Paul the Apostle to the Galatians	6	9	And let us not be weary in well doing: for in due season we shall reap, if we faint not.
9	KJV	The Epistle of Paul the Apostle to the Galatians	6	10	As we have therefore opportunity, let us do good unto all men, especially unto them who are of the household of faith.
9	KJV	The Epistle of Paul the Apostle to the Galatians	6	11	Ye see how large a letter I have written unto you with mine own hand.
9	KJV	The Epistle of Paul the Apostle to the Galatians	6	12	As many as desire to make a fair shew in the flesh, they constrain you to be circumcised; only lest they should suffer persecution for the cross of Christ.
9	KJV	The Epistle of Paul the Apostle to the Galatians	6	13	For neither they themselves who are circumcised keep the law; but desire to have you circumcised, that they may glory in your flesh.
9	KJV	The Epistle of Paul the Apostle to the Galatians	6	14	But God forbid that I should glory, save in the cross of our Lord Jesus Christ, by whom the world is crucified unto me, and I unto the world.
9	KJV	The Epistle of Paul the Apostle to the Galatians	6	15	For in Christ Jesus neither circumcision availeth any thing, nor uncircumcision, but a new creature.
9	KJV	The Epistle of Paul the Apostle to the Galatians	6	16	And as many as walk according to this rule, peace be on them, and mercy, and upon the Israel of God.
9	KJV	The Epistle of Paul the Apostle to the Galatians	6	17	From henceforth let no man trouble me: for I bear in my body the marks of the Lord Jesus.
9	KJV	The Epistle of Paul the Apostle to the Galatians	6	18	Brethren, the grace of our Lord Jesus Christ be with your spirit. Amen.
9	OEB	Galatians	1	1	To the churches in Galatia, from Paul, an apostle whose commission is not from any human authority and is given, not by human beings, but by Jesus Christ and God the Father who raised him from the dead;
9	OEB	Galatians	1	2	and from all the followers of the Lord here.
9	OEB	Galatians	1	3	May God, our Father, and the Lord Jesus Christ, bless you and give you peace. For Christ, to rescue us from this present wicked age,
9	OEB	Galatians	1	4	gave himself for our sins, in accordance with the will of our God and Father,
9	OEB	Galatians	1	5	to whom be ascribed all glory for ever and ever. Amen.
9	OEB	Galatians	1	6	I am astonished at your so soon deserting him, who called you through the love of Christ, for a different ‘good news,’
9	OEB	Galatians	1	7	which is really no good news at all. But then, I know that there are people who are harassing you, and who want to pervert the good news of the Christ.
9	OEB	Galatians	1	8	Yet even if we – or if an angel from heaven were to tell you any other ‘good news’ than that which we told you, may he be accursed!
9	OEB	Galatians	1	9	We have said it before, and I repeat it now – If anyone tells you a ‘good news’ other than that which you received, may he be accursed!
9	OEB	Galatians	1	10	Is this, I ask, trying to conciliate people, or God? Am I seeking to please people? If I were still trying to please people, I should not be a servant of Christ.
9	OEB	Galatians	1	11	I remind you, friends, that the good news which I told is no mere human invention.
9	OEB	Galatians	1	12	I, at least, did not receive it from any human being, nor was I taught it, but it came to me through a revelation made by Jesus Christ.
9	OEB	Galatians	1	13	You heard, no doubt, of my conduct when I was devoted to Judaism – how I persecuted the church of God to an extent beyond belief, and tried to destroy it,
9	OEB	Galatians	1	14	and how, in my devotion to Judaism, I surpassed many of my contemporaries among my own people in my intense earnestness in upholding the traditions of my ancestors.
9	OEB	Galatians	1	15	But when God, who had set me apart even before my birth, and who called me by his love,
9	OEB	Galatians	1	16	saw fit to reveal his Son in me, so that I might tell the good news of him among the Gentiles, then at once, instead of consulting any human being,
9	OEB	Galatians	1	17	or even going up to Jerusalem to see those who were apostles before me, I went to Arabia, and came back again to Damascus.
9	OEB	Galatians	1	18	Three years afterward I went up to Jerusalem to make the acquaintance of Peter, and I stayed a fortnight with him.
9	OEB	Galatians	1	19	I did not, however, see any other apostle, except James, the Master’s brother.
9	OEB	Galatians	1	20	(As to what I am now writing to you, I call God to witness that I am speaking the truth).
9	OEB	Galatians	1	21	Afterward I went to the districts of Syria and Cilicia.
9	OEB	Galatians	1	22	But I was still unknown even by sight to the Christian churches in Judea;
9	OEB	Galatians	1	23	all that they had heard was – ‘The man who once persecuted us is now telling the good news of the faith of which he once tried to destroy.’
9	OEB	Galatians	1	24	And they praised God for my sake.
9	OEB	Galatians	2	1	Fourteen years afterward I went up to Jerusalem again with Barnabas, and I took Titus also with me.
9	OEB	Galatians	2	2	It was in obedience to a revelation that I went; and I laid before the apostles the good news that I am proclaiming among the Gentiles. I did this privately before those who are thought highly of because I was afraid that I might possibly be taking, or might have already taken, a course which would prove useless.
9	OEB	Galatians	2	3	Yet even my companion, Titus, though a Greek, was not compelled to be circumcised.
9	OEB	Galatians	2	4	But, because of those who pretended to be followers who had stolen in, the intruders who had crept in to spy on the liberty which we have through union with Christ Jesus, in order to bring us back to slavery –
9	OEB	Galatians	2	5	Why, we did not for a moment yield submission to them, so that the truth of the good news might be yours always!
9	OEB	Galatians	2	6	Of those who are thought somewhat highly of – what they once were makes no difference to me; God does not recognize human distinctions – those, I say, who are thought highly of added nothing to my message.
9	OEB	Galatians	2	7	On the contrary, they saw that I had been entrusted with the good news for the Gentiles, just as Peter had been for the Jews.
9	OEB	Galatians	2	8	For he who gave Peter power for his mission to the Jews gave me, also, power to go to the Gentiles.
9	OEB	Galatians	2	9	Recognizing the charge entrusted to me, James, Peter, and John, who were regarded as pillars of the church, openly acknowledged Barnabas and me as fellow workers, agreeing that we should go to the Gentiles, and they to the Jews.
9	OEB	Galatians	2	10	Only we were to remember the poor – the thing I was myself anxious to do.
9	OEB	Galatians	2	11	But, when Peter came to Antioch, I opposed him to his face; for he stood self-condemned.
9	OEB	Galatians	2	12	Before certain persons came from James, he had been in the habit of eating with the Gentile converts; but, when they came, he began to withdraw and hold aloof, because he was afraid of offending those who still held to circumcision.
9	OEB	Galatians	2	13	The rest of the Jewish converts were guilty of the same hypocrisy, so that even Barnabas was led away by it.
9	OEB	Galatians	2	14	But, when I saw that they were not dealing straightforwardly with the truth of the good news, I said to Peter, before them all, “If you, who were born a Jew, adopt Gentile customs, instead of Jewish, why are you trying to compel the Gentile converts to adopt Jewish customs?”
9	OEB	Galatians	2	15	We, though we are Jews by birth and not sinners of Gentile origin, know that no one is pronounced righteous as the result of obedience to Law, but only through faith in Christ Jesus.
9	OEB	Galatians	2	16	So we placed our faith in Christ Jesus, in order that we might be pronounced righteous, as the result of faith in Christ, and not of obedience to Law; for such obedience will not result in even one soul’s being pronounced righteous.
9	OEB	Galatians	2	17	If, while seeking to be pronounced righteous through union with Christ, we were ourselves seen to be sinners, would that make Christ an agent of sin? Heaven forbid!
9	OEB	Galatians	2	18	For, if I rebuild the things that I pulled down, I prove myself to have done wrong.
9	OEB	Galatians	2	19	I, indeed, through Law became dead to Law, in order to live for God.
9	OEB	Galatians	2	20	I have been crucified with Christ. So it is no longer I that live, but it is Christ who lives in me; and, as for my present earthly life, I am living it by faith in the Son of God, who loved me and gave himself for me.
9	OEB	Galatians	2	21	I do not reject the love of God. If righteousness comes through Law, then there was no need for Christ to die!
9	OEB	Galatians	3	1	Foolish Galatians! Who has been enchanting you – you before whose eyes Jesus Christ was depicted on the cross?
9	OEB	Galatians	3	2	Here is the one thing that I want to find out from you – Did you receive the Spirit as the result of obedience to Law, or of your having listened with faith?
9	OEB	Galatians	3	3	Can you be so foolish? After beginning with what is spiritual, do you now end with what is external?
9	OEB	Galatians	3	4	Did you go through so much to no purpose? – if indeed it really was to no purpose!
9	OEB	Galatians	3	5	He who supplies you abundantly with his Spirit and endows you with such powers – does he do this as the result of obedience to Law? Or as the result of your having listened with faith?
9	OEB	Galatians	3	6	It is just as it was with Abraham –
9	OEB	Galatians	3	7	You see, then, that those whose lives are based on faith are the sons of Abraham.
9	OEB	Galatians	3	8	And scripture, foreseeing that God would pronounce the Gentiles righteous as the result of faith, foretold the good news to Abraham in the words –
9	OEB	Galatians	3	9	And, therefore, those whose lives are based on faith share the blessings bestowed on the faith of Abraham.
9	OEB	Galatians	3	10	All who rely on obedience to Law are under a curse, for scripture says –
9	OEB	Galatians	3	11	Again, it is evident that no one is pronounced righteous before God through Law, for we read –
9	OEB	Galatians	3	12	But the Law is not based on faith; no, its words are –
9	OEB	Galatians	3	13	Christ ransomed us from the curse pronounced in the Law, by taking the curse on himself for us, for scripture says –
9	OEB	Galatians	3	14	And this he did that the blessing given to Abraham might be extended to the Gentiles through their union with Jesus Christ; that so, through our faith, we also might receive the promised gift of the Spirit.
9	OEB	Galatians	3	15	To take an illustration, friends, from daily life – No one sets aside even an agreement between two people, when once it has been confirmed, nor do they add conditions to it.
9	OEB	Galatians	3	16	Now it was to Abraham that the promises were made, ‘and to his offspring.’ It was not said ‘to his offsprings,’ as if many persons were meant, but the words were ‘to your offspring,’ showing that one person was meant – and that was Christ.
9	OEB	Galatians	3	17	My point is this – An agreement already confirmed by God cannot be canceled by the Law, which came four hundred and thirty years later, so as to cause the promise to be set aside.
9	OEB	Galatians	3	18	If our heritage is the result of Law, then it has ceased to be the result of a promise. Yet God conferred it on Abraham by a promise.
9	OEB	Galatians	3	19	What, then, you ask, was the use of the Law? It was a later addition, to make people conscious of their wrongdoings, and intended to last only until the coming of that offspring to whom the promise had been made; and it was delivered through angels by a mediator.
9	OEB	Galatians	3	20	Now mediation implies more than one person, but God is one only.
9	OEB	Galatians	3	21	Does that set the Law in opposition to God’s promises? Heaven forbid! For, if a Law had been given capable of bestowing life, then righteousness would have actually owed its existence to Law.
9	OEB	Galatians	3	22	But the words of scripture represent the whole world as being in bondage to sin, so that the promised blessing, dependent, as it is, on faith in Jesus Christ, may be given to those who have faith in him.
9	OEB	Galatians	3	23	Before the coming of faith, we were kept under the guard of the Law, in bondage, awaiting the faith that was destined to be revealed.
9	OEB	Galatians	3	24	Thus the Law has proved a guide to lead us to Christ, in order that we may be pronounced righteous as the result of faith.
9	OEB	Galatians	3	25	But now that faith has come we no longer need a guide.
9	OEB	Galatians	3	26	For you are all sons of God, through your faith in Christ Jesus.
9	OEB	Galatians	3	27	For all of you who were baptized into union with Christ clothed yourselves with Christ.
9	OEB	Galatians	3	28	All distinctions between Jew and Greek, slave and free, male and female, have vanished; for in union with Christ Jesus you are all one.
9	OEB	Galatians	3	29	And, since you belong to Christ, it follows that you are Abraham’s offspring and, under the promise, sharers in the inheritance.
9	OEB	Galatians	4	1	My point is this – as long as the heir is under age, there is no difference between him and a slave, though he is master of the whole estate.
9	OEB	Galatians	4	2	He is subject to the control of guardians and stewards, during the period for which his father has power to appoint them.
9	OEB	Galatians	4	3	And so is it with us; when we were under age, as it were, we were slaves to the puerile teaching of this world;
9	OEB	Galatians	4	4	but, when the full time came, God sent his Son – born a woman’s child, born subject to Law –
9	OEB	Galatians	4	5	to ransom those who were subject to Law, so that we might take our position as sons.
9	OEB	Galatians	4	6	And it is because you are sons that God sent into our hearts the Spirit of his Son, with the cry – ‘Abba, our Father.’
9	OEB	Galatians	4	7	You, therefore, are no longer a slave, but a son; and, if a son, then an heir also, by God’s appointment.
9	OEB	Galatians	4	8	Yet formerly, in your ignorance of God, you became slaves to ‘gods’ which were no gods.
9	OEB	Galatians	4	9	But now that you have found God – or, rather, have been found by him – how is it that you are turning back to that poor and feeble puerile teaching, to which yet once again you are wanting to become slaves?
9	OEB	Galatians	4	10	You are scrupulous in keeping days and months and seasons and years!
9	OEB	Galatians	4	11	You make me fear that the labor which I have spent on you may have been wasted.
9	OEB	Galatians	4	12	I entreat you, friends, to become like me, as I became like you. You have never done me any wrong.
9	OEB	Galatians	4	13	You remember that it was owing to bodily infirmity that on the first occasion I told you the good news.
9	OEB	Galatians	4	14	And as for what must have tried you in my condition, it did not inspire you with scorn or disgust, but you welcomed me as if I had been an angel of God – or Christ Jesus himself!
9	OEB	Galatians	4	15	What has become then, of your blessings? For I can bear witness that, had it been possible, you would have torn out your eyes and given them to me!
9	OEB	Galatians	4	16	Am I to think, then, that I have become your enemy by telling you the truth?
9	OEB	Galatians	4	17	Certain people are seeking your favor, but with no honorable object. No, indeed, they want to isolate you, so that you will have to seek their favor.
9	OEB	Galatians	4	18	It is always honorable to have your favor sought in an honorable cause, and not only when I am with you, my dear children –
9	OEB	Galatians	4	19	you for whom I am again enduring a mother’s pains, until a likeness to Christ will have been formed in you.
9	OEB	Galatians	4	20	But I could wish to be with you now and speak in a different tone, for I am perplexed about you.
9	OEB	Galatians	4	21	Tell me, you who want to be still subject to Law – Why don’t you listen to the Law?
9	OEB	Galatians	4	22	Scripture says that Abraham had two sons, one the child of the slave-woman and the other the child of the free woman.
9	OEB	Galatians	4	23	But the child of the slave-woman was born in the course of nature, while the child of the free woman was born in fulfillment of a promise.
9	OEB	Galatians	4	24	This story may be taken as an allegory. The women stand for two covenants. One covenant, given from Mount Sinai, produces a race of slaves and is represented by Hagar.
