The Gospel According to Saint Mark	4:1	And he began again to teach by the sea side: and there wa
The Gospel According to Saint Mark	4:2	And he taught them many things by parables, and said unto them i
The Gospel According to Saint Mark	4:5	And some fell on stony ground, where it had not much earth; an
The Gospel According to Saint Mark	4:7	And some fell among thorns, and the thorns grew up, and choked it
The Gospel According to Saint Mark	4:8	And other fell on good ground, and did yield fruit that sprang u
The Gospel According to Saint Mark	4:9	And he said unto them, He that hath ears to hear, let him hear
The Gospel According to Saint Mark	4:10	And when he was alone, they that were about him with the twelv
The Gospel According to Saint Mark	4:11	And he said unto them, Unto you it is given to know the myster
The Gospel According to Saint Mark	4:13	And he said unto them, Know ye not this parable? and how the
The Gospel According to Saint Mark	4:15	And these are they by the way side, where the word is sown; bu
The Gospel According to Saint Mark	4:16	And these are they likewise which are sown on stony ground; who
The Gospel According to Saint Mark	4:17	And have no root in themselves, and so endure but for a time
The Gospel According to Saint Mark	4:18	And these are they which are sown among thorns; such as hear th
The Gospel According to Saint Mark	4:20	And these are they which are sown on good ground; such as hea
The Gospel According to Saint Mark	4:21	And he said unto them, Is a candle brought to be put under 
The Gospel According to Saint Mark	4:23	If any man have ears to hear, let him hear
The Gospel According to Saint Mark	4:24	And he said unto them, Take heed what ye hear: with what measur
The Gospel According to Saint Mark	4:25	For he that hath, to him shall be given: and he that hath not
The Gospel According to Saint Mark	4:26	And he said, So is the kingdom of God, as if a man should cas
The Gospel According to Saint Mark	4:28	For the earth bringeth forth fruit of herself; first the blade
The Gospel According to Saint Mark	4:29	But when the fruit is brought forth, immediately he putteth i
The Gospel According to Saint Mark	4:30	And he said, Whereunto shall we liken the kingdom of God? or wit
The Gospel According to Saint Mark	4:33	And with many such parables spake he the word unto them, as the
The Gospel According to Saint Mark	4:34	But without a parable spake he not unto them: and when they wer
The Gospel According to Saint Mark	4:35	And the same day, when the even was come, he saith unto them, Le
The Gospel According to Saint Mark	4:36	And when they had sent away the multitude, they took him even a
The Gospel According to Saint Mark	4:37	And there arose a great storm of wind, and the waves beat int
The Gospel According to Saint Mark	4:38	And he was in the hinder part of the ship, asleep on a pillow
The Gospel According to Saint Mark	4:40	And he said unto them, Why are ye so fearful? how is it that y
The Gospel According to Saint Mark	5:2	And when he was come out of the ship, immediately there met hi
The Gospel According to Saint Mark	5:5	And always, night and day, he was in the mountains, and in th
The Gospel According to Saint Mark	5:6	But when he saw Jesus afar off, he ran and worshipped him, 5:7 An
The Gospel According to Saint Mark	5:8	For he said unto him, Come out of the man, thou unclean spirit
The Gospel According to Saint Mark	5:9	And he asked him, What is thy name? And he answered, saying, M
The Gospel According to Saint Mark	5:10	And he besought him much that he would not send them away out o
The Gospel According to Saint Mark	5:11	Now there was there nigh unto the mountains a great herd of swin
The Gospel According to Saint Mark	5:12	And all the devils besought him, saying, Send us into the swine
The Gospel According to Saint Mark	5:13	And forthwith Jesus gave them leave. And the unclean spirits wen
The Gospel According to Saint Mark	5:14	And they that fed the swine fled, and told it in the city, and i
The Gospel According to Saint Mark	5:15	And they come to Jesus, and see him that was possessed with th
The Gospel According to Saint Mark	5:16	And they that saw it told them how it befell to him that wa
The Gospel According to Saint Mark	5:17	And they began to pray him to depart out of their coasts
The Gospel According to Saint Mark	5:18	And when he was come into the ship, he that had been possesse
The Gospel According to Saint Mark	5:19	Howbeit Jesus suffered him not, but saith unto him, Go home t
The Gospel According to Saint Mark	5:20	And he departed, and began to publish in Decapolis how grea
The Gospel According to Saint Mark	5:21	And when Jesus was passed over again by ship unto the other side
The Gospel According to Saint Mark	5:22	And, behold, there cometh one of the rulers of the synagogue
The Gospel According to Saint Mark	5:24	And Jesus went with him; and much people followed him, an
The Gospel According to Saint Mark	5:25	And a certain woman, which had an issue of blood twelve years
The Gospel According to Saint Mark	5:26	And had suffered many things of many physicians, and had spen
The Gospel According to Saint Mark	5:27	When she had heard of Jesus, came in the press behind, an
The Gospel According to Saint Mark	5:28	For she said, If I may touch but his clothes, I shall be whole
The Gospel According to Saint Mark	5:29	And straightway the fountain of her blood was dried up; and sh
The Gospel According to Saint Mark	5:30	And Jesus, immediately knowing in himself that virtue had gon
The Gospel According to Saint Mark	5:33	But the woman fearing and trembling, knowing what was done i
The Gospel According to Saint Mark	5:34	And he said unto her, Daughter, thy faith hath made thee whole
The Gospel According to Saint Mark	5:35	While he yet spake, there came from the ruler of the synagogue’
The Gospel According to Saint Mark	5:37	And he suffered no man to follow him, save Peter, and James, an
The Gospel According to Saint Mark	5:38	And he cometh to the house of the ruler of the synagogue, an
The Gospel According to Saint Mark	5:39	And when he was come in, he saith unto them, Why make ye thi
The Gospel According to Saint Mark	5:40	And they laughed him to scorn. But when he had put them all out
The Gospel According to Saint Mark	5:41	And he took the damsel by the hand, and said unto her, Talith
The Gospel According to Saint Mark	5:42	And straightway the damsel arose, and walked; for she was of th
The Gospel According to Saint Mark	5:43	And he charged them straitly that no man should know it; an
The Gospel According to Saint Mark	6:1	And he went out from thence, and came into his own country; an
The Gospel According to Saint Mark	6:2	And when the sabbath day was come, he began to teach in th
The Gospel According to Saint Mark	6:4	But Jesus said unto them, A prophet is not without honour, but i
The Gospel According to Saint Mark	6:5	And he could there do no mighty work, save that he laid his hand
The Gospel According to Saint Mark	6:6	And he marvelled because of their unbelief. And he went roun
The Gospel According to Saint Mark	6:7	And he called unto him the twelve, and began to send them forth b
The Gospel According to Saint Mark	6:10	And he said unto them, In what place soever ye enter into a
The Gospel According to Saint Mark	6:11	And whosoever shall not receive you, nor hear you, when ye depar
The Gospel According to Saint Mark	6:12	And they went out, and preached that men should repent
The Gospel According to Saint Mark	6:13	And they cast out many devils, and anointed with oil many tha
The Gospel According to Saint Mark	6:14	And king Herod heard of him; (for his name was spread abroad:
The Gospel According to Saint Mark	6:15	Others said, That it is Elias. And others said, That it is 
The Gospel According to Saint Mark	6:16	But when Herod heard thereof, he said, It is John, whom 
The Gospel According to Saint Mark	6:17	For Herod himself had sent forth and laid hold upon John, an
The Gospel According to Saint Mark	6:18	For John had said unto Herod, It is not lawful for thee to hav
The Gospel According to Saint Mark	6:19	Therefore Herodias had a quarrel against him, and would hav
The Gospel According to Saint Mark	6:21	And when a convenient day was come, that Herod on his birthda
The Gospel According to Saint Mark	6:23	And he sware unto her, Whatsoever thou shalt ask of me, I wil
The Gospel According to Saint Mark	6:24	And she went forth, and said unto her mother, What shall I ask
The Gospel According to Saint Mark	6:25	And she came in straightway with haste unto the king, and asked
The Gospel According to Saint Mark	6:26	And the king was exceeding sorry; yet for his oath’s sake, an
The Gospel According to Saint Mark	6:27	And immediately the king sent an executioner, and commanded hi
The Gospel According to Saint Mark	6:29	And when his disciples heard of it, they came and took up hi
The Gospel According to Saint Mark	6:30	And the apostles gathered themselves together unto Jesus, an
The Gospel According to Saint Mark	6:31	And he said unto them, Come ye yourselves apart into a deser
The Gospel According to Saint Mark	6:32	And they departed into a desert place by ship privately
The Gospel According to Saint Mark	6:33	And the people saw them departing, and many knew him, and ra
The Gospel According to Saint Mark	6:34	And Jesus, when he came out, saw much people, and was moved wit
The Gospel According to Saint Mark	6:35	And when the day was now far spent, his disciples came unto him
The Gospel According to Saint Mark	6:37	He answered and said unto them, Give ye them to eat. And they sa
The Gospel According to Saint Mark	6:39	And he commanded them to make all sit down by companies upon th
The Gospel According to Saint Mark	6:40	And they sat down in ranks, by hundreds, and by fifties
The Gospel According to Saint Mark	6:41	And when he had taken the five loaves and the two fishes, h
The Gospel According to Saint Mark	6:42	And they did all eat, and were filled
The Gospel According to Saint Mark	6:43	And they took up twelve baskets full of the fragments, and of th
The Gospel According to Saint Mark	6:44	And they that did eat of the loaves were about five thousand men
The Gospel According to Saint Mark	6:45	And straightway he constrained his disciples to get into th
The Gospel According to Saint Mark	6:46	And when he had sent them away, he departed into a mountain t
The Gospel According to Saint Mark	6:47	And when even was come, the ship was in the midst of the sea, an
The Gospel According to Saint Mark	6:48	And he saw them toiling in rowing; for the wind was contrary unt
The Gospel According to Saint Mark	6:49	But when they saw him walking upon the sea, they supposed it ha
The Gospel According to Saint Mark	6:51	And he went up unto them into the ship; and the wind ceased: an
The Gospel According to Saint Mark	6:52	For they considered not the miracle of the loaves: for thei
The Gospel According to Saint Mark	6:53	And when they had passed over, they came into the land o
The Gospel According to Saint Mark	6:54	And when they were come out of the ship, straightway they kne
The Gospel According to Saint Mark	6:56	And whithersoever he entered, into villages, or cities, o
The Gospel According to Saint Mark	7:1	Then came together unto him the Pharisees, and certain of th
The Gospel According to Saint Mark	7:2	And when they saw some of his disciples eat bread with defiled
The Gospel According to Saint Mark	7:3	For the Pharisees, and all the Jews, except they wash their hand
The Gospel According to Saint Mark	7:4	And when they come from the market, except they wash, they ea
The Gospel According to Saint Mark	7:5	Then the Pharisees and scribes asked him, Why walk not th
The Gospel According to Saint Mark	7:7	Howbeit in vain do they worship me, teaching for doctrines th
The Gospel According to Saint Mark	7:8	For laying aside the commandment of God, ye hold the tradition o
The Gospel According to Saint Mark	7:9	And he said unto them, Full well ye reject the commandment of God
The Gospel According to Saint Mark	7:10	For Moses said, Honour thy father and thy mother; and, Whos
The Gospel According to Saint Mark	7:12	And ye suffer him no more to do ought for his father or hi
The Gospel According to Saint Mark	7:14	And when he had called all the people unto him, he said unt
The Gospel According to Saint Mark	7:16	If any man have ears to hear, let him hear
The Gospel According to Saint Mark	7:17	And when he was entered into the house from the people, hi
The Gospel According to Saint Mark	7:18	And he saith unto them, Are ye so without understanding also? D
The Gospel According to Saint Mark	7:21	For from within, out of the heart of men, proceed evil thoughts
The Gospel According to Saint Mark	7:24	And from thence he arose, and went into the borders of Tyre an
The Gospel According to Saint Mark	7:25	For a certain woman, whose young daughter had an unclean spirit
The Gospel According to Saint Mark	7:27	But Jesus said unto her, Let the children first be filled: for i
The Gospel According to Saint Mark	7:28	And she answered and said unto him, Yes, Lord: yet the dogs unde
The Gospel According to Saint Mark	7:29	And he said unto her, For this saying go thy way; the devil i
The Gospel According to Saint Mark	7:30	And when she was come to her house, she found the devil gone out
The Gospel According to Saint Mark	7:31	And again, departing from the coasts of Tyre and Sidon, he cam
The Gospel According to Saint Mark	7:32	And they bring unto him one that was deaf, and had an impedimen
The Gospel According to Saint Mark	7:33	And he took him aside from the multitude, and put his finger
The Gospel According to Saint Mark	7:35	And straightway his ears were opened, and the string of hi
The Gospel According to Saint Mark	7:36	And he charged them that they should tell no man: but the more h
The Gospel According to Saint Mark	8:1	In those days the multitude being very great, and having nothin
The Gospel According to Saint Mark	8:4	And his disciples answered him, From whence can a man satisf
The Gospel According to Saint Mark	8:6	And he commanded the people to sit down on the ground: and he too
The Gospel According to Saint Mark	8:7	And they had a few small fishes: and he blessed, and commanded t
The Gospel According to Saint Mark	8:8	So they did eat, and were filled: and they took up of the broke
The Gospel According to Saint Mark	8:9	And they that had eaten were about four thousand: and he sent the
The Gospel According to Saint Mark	8:10	And straightway he entered into a ship with his disciples, an
The Gospel According to Saint Mark	8:11	And the Pharisees came forth, and began to question with him
The Gospel According to Saint Mark	8:12	And he sighed deeply in his spirit, and saith, Why doth thi
The Gospel According to Saint Mark	8:13	And he left them, and entering into the ship again departed t
The Gospel According to Saint Mark	8:14	Now the disciples had forgotten to take bread, neither had the
The Gospel According to Saint Mark	8:15	And he charged them, saying, Take heed, beware of the leaven o
The Gospel According to Saint Mark	8:16	And they reasoned among themselves, saying, It is because we hav
The Gospel According to Saint Mark	8:17	And when Jesus knew it, he saith unto them, Why reason ye
The Gospel According to Saint Mark	8:20	And when the seven among four thousand, how many baskets full o
The Gospel According to Saint Mark	8:21	And he said unto them, How is it that ye do not understand? 8:2
The Gospel According to Saint Mark	8:23	And he took the blind man by the hand, and led him out of th
The Gospel According to Saint Mark	8:24	And he looked up, and said, I see men as trees, walking
The Gospel According to Saint Mark	8:25	After that he put his hands again upon his eyes, and made hi
The Gospel According to Saint Mark	8:26	And he sent him away to his house, saying, Neither go into th
The Gospel According to Saint Mark	8:27	And Jesus went out, and his disciples, into the towns of Caesare
The Gospel According to Saint Mark	8:29	And he saith unto them, But whom say ye that I am? And Pete
The Gospel According to Saint Mark	8:30	And he charged them that they should tell no man of him
The Gospel According to Saint Mark	8:31	And he began to teach them, that the Son of man must suffer man
The Gospel According to Saint Mark	8:32	And he spake that saying openly. And Peter took him, and began t
The Gospel According to Saint Mark	8:33	But when he had turned about and looked on his disciples, h
The Gospel According to Saint Mark	8:34	And when he had called the people unto him with his disciple
The Gospel According to Saint Mark	8:35	For whosoever will save his life shall lose it; but whosoeve
The Gospel According to Saint Mark	8:36	For what shall it profit a man, if he shall gain the whole world
The Gospel According to Saint Mark	9:1	And he said unto them, Verily I say unto you, That there be som
The Gospel According to Saint Mark	9:2	And after six days Jesus taketh with him Peter, and James, an
The Gospel According to Saint Mark	9:3	And his raiment became shining, exceeding white as snow; so as n
The Gospel According to Saint Mark	9:4	And there appeared unto them Elias with Moses: and they wer
The Gospel According to Saint Mark	9:5	And Peter answered and said to Jesus, Master, it is good for us t
The Gospel According to Saint Mark	9:6	For he wist not what to say; for they were sore afraid
The Gospel According to Saint Mark	9:7	And there was a cloud that overshadowed them: and a voice came ou
The Gospel According to Saint Mark	9:8	And suddenly, when they had looked round about, they saw no ma
The Gospel According to Saint Mark	9:9	And as they came down from the mountain, he charged them that the
The Gospel According to Saint Mark	9:10	And they kept that saying with themselves, questioning one wit
The Gospel According to Saint Mark	9:11	And they asked him, saying, Why say the scribes that Elias mus
The Gospel According to Saint Mark	9:13	But I say unto you, That Elias is indeed come, and they have don
The Gospel According to Saint Mark	9:14	And when he came to his disciples, he saw a great multitude abou
The Gospel According to Saint Mark	9:15	And straightway all the people, when they beheld him, wer
The Gospel According to Saint Mark	9:16	And he asked the scribes, What question ye with them? 9:17 An
The Gospel According to Saint Mark	9:19	He answereth him, and saith, O faithless generation, how lon
The Gospel According to Saint Mark	9:20	And they brought him unto him: and when he saw him, straightwa
The Gospel According to Saint Mark	9:21	And he asked his father, How long is it ago since this came unt
The Gospel According to Saint Mark	9:22	And ofttimes it hath cast him into the fire, and into the waters
The Gospel According to Saint Mark	9:23	Jesus said unto him, If thou canst believe, all things ar
The Gospel According to Saint Mark	9:24	And straightway the father of the child cried out, and said wit
The Gospel According to Saint Mark	9:25	When Jesus saw that the people came running together, he rebuke
The Gospel According to Saint Mark	9:26	And the spirit cried, and rent him sore, and came out of him: an
The Gospel According to Saint Mark	9:27	But Jesus took him by the hand, and lifted him up; and he arose
The Gospel According to Saint Mark	9:28	And when he was come into the house, his disciples asked hi
The Gospel According to Saint Mark	9:30	And they departed thence, and passed through Galilee; and h
The Gospel According to Saint Mark	9:31	For he taught his disciples, and said unto them, The Son of ma
The Gospel According to Saint Mark	9:32	But they understood not that saying, and were afraid to ask him
The Gospel According to Saint Mark	9:33	And he came to Capernaum: and being in the house he asked them
The Gospel According to Saint Mark	9:35	And he sat down, and called the twelve, and saith unto them, I
The Gospel According to Saint Mark	9:36	And he took a child, and set him in the midst of them: and whe
The Gospel According to Saint Mark	9:38	And John answered him, saying, Master, we saw one casting ou
The Gospel According to Saint Mark	9:39	But Jesus said, Forbid him not: for there is no man which shal
The Gospel According to Saint Mark	9:40	For he that is not against us is on our part
The Gospel According to Saint Mark	9:41	For whosoever shall give you a cup of water to drink in my name
The Gospel According to Saint Mark	9:42	And whosoever shall offend one of these little ones that believ
The Gospel According to Saint Mark	9:43	And if thy hand offend thee, cut it off: it is better for thee t
The Gospel According to Saint Mark	9:45	And if thy foot offend thee, cut it off: it is better for thee t
The Gospel According to Saint Mark	9:47	And if thine eye offend thee, pluck it out: it is better for the
The Gospel According to Saint Mark	9:49	For every one shall be salted with fire, and every sacrific
The Gospel According to Saint Mark	9:50	Salt is good: but if the salt have lost his saltness, wherewit
The Gospel According to Saint Mark	10:1	And he arose from thence, and cometh into the coasts of Judaea b
The Gospel According to Saint Mark	10:2	And the Pharisees came to him, and asked him, Is it lawful for 
The Gospel According to Saint Mark	10:3	And he answered and said unto them, What did Moses command you
The Gospel According to Saint Mark	10:4	And they said, Moses suffered to write a bill of divorcement, an
The Gospel According to Saint Mark	10:5	And Jesus answered and said unto them, For the hardness of you
The Gospel According to Saint Mark	10:6	But from the beginning of the creation God made them male an
The Gospel According to Saint Mark	10:7	For this cause shall a man leave his father and mother, an
The Gospel According to Saint Mark	10:9	What therefore God hath joined together, let not man put asunder
The Gospel According to Saint Mark	10:10	And in the house his disciples asked him again of the sam
The Gospel According to Saint Mark	10:11	And he saith unto them, Whosoever shall put away his wife, an
The Gospel According to Saint Mark	10:12	And if a woman shall put away her husband, and be married t
The Gospel According to Saint Mark	10:13	And they brought young children to him, that he should touc
The Gospel According to Saint Mark	10:14	But when Jesus saw it, he was much displeased, and said unt
The Gospel According to Saint Mark	10:15	Verily I say unto you, Whosoever shall not receive the kingdo
The Gospel According to Saint Mark	10:16	And he took them up in his arms, put his hands upon them, an
The Gospel According to Saint Mark	10:17	And when he was gone forth into the way, there came one running
The Gospel According to Saint Mark	10:19	Thou knowest the commandments, Do not commit adultery, Do no
The Gospel According to Saint Mark	10:21	Then Jesus beholding him loved him, and said unto him, One thin
The Gospel According to Saint Mark	10:22	And he was sad at that saying, and went away grieved: for he ha
The Gospel According to Saint Mark	10:23	And Jesus looked round about, and saith unto his disciples, Ho
The Gospel According to Saint Mark	10:24	And the disciples were astonished at his words. But Jesu
The Gospel According to Saint Mark	10:26	And they were astonished out of measure, saying amon
The Gospel According to Saint Mark	10:28	Then Peter began to say unto him, Lo, we have left all, and hav
The Gospel According to Saint Mark	10:29	And Jesus answered and said, Verily I say unto you, There is n
The Gospel According to Saint Mark	10:30	But he shall receive an hundredfold now in this time, houses
The Gospel According to Saint Mark	10:31	But many that are first shall be last; and the last first
The Gospel According to Saint Mark	10:32	And they were in the way going up to Jerusalem; and Jesus wen
The Gospel According to Saint Mark	10:35	And James and John, the sons of Zebedee, come unto him, saying
The Gospel According to Saint Mark	10:36	And he said unto them, What would ye that I should do for you
The Gospel According to Saint Mark	10:37	They said unto him, Grant unto us that we may sit, one on th
The Gospel According to Saint Mark	10:38	But Jesus said unto them, Ye know not what ye ask: can ye drin
The Gospel According to Saint Mark	10:41	And when the ten heard it, they began to be much displeased wit
The Gospel According to Saint Mark	10:42	But Jesus called them to him, and saith unto them, Ye know tha
The Gospel According to Saint Mark	10:43	But so shall it not be among you: but whosoever will be grea
The Gospel According to Saint Mark	10:45	For even the Son of man came not to be ministered unto, but t
The Gospel According to Saint Mark	10:46	And they came to Jericho: and as he went out of Jericho with hi
The Gospel According to Saint Mark	10:47	And when he heard that it was Jesus of Nazareth, he began to cr
The Gospel According to Saint Mark	10:48	And many charged him that he should hold his peace: but he crie
The Gospel According to Saint Mark	10:49	And Jesus stood still, and commanded him to be called. And the
The Gospel According to Saint Mark	10:50	And he, casting away his garment, rose, and came to Jesus
The Gospel According to Saint Mark	10:51	And Jesus answered and said unto him, What wilt thou that 
The Gospel According to Saint Mark	10:52	And Jesus said unto him, Go thy way; thy faith hath made the
The Gospel According to Saint Mark	11:1	And when they came nigh to Jerusalem, unto Bethphage and Bethany
The Gospel According to Saint Mark	11:3	And if any man say unto you, Why do ye this? say ye that the Lor
The Gospel According to Saint Mark	11:4	And they went their way, and found the colt tied by the doo
The Gospel According to Saint Mark	11:5	And certain of them that stood there said unto them, What do ye
The Gospel According to Saint Mark	11:7	And they brought the colt to Jesus, and cast their garments o
The Gospel According to Saint Mark	11:8	And many spread their garments in the way: and others cut dow
The Gospel According to Saint Mark	11:9	And they that went before, and they that followed, cried, saying
The Gospel According to Saint Mark	11:11	And Jesus entered into Jerusalem, and into the temple: and whe
The Gospel According to Saint Mark	11:12	And on the morrow, when they were come from Bethany, he wa
The Gospel According to Saint Mark	11:14	And Jesus answered and said unto it, No man eat fruit of the
The Gospel According to Saint Mark	11:15	And they come to Jerusalem: and Jesus went into the temple, an
The Gospel According to Saint Mark	11:17	And he taught, saying unto them, Is it not written, My hous
The Gospel According to Saint Mark	11:18	And the scribes and chief priests heard it, and sought how the
The Gospel According to Saint Mark	11:19	And when even was come, he went out of the city
The Gospel According to Saint Mark	11:20	And in the morning, as they passed by, they saw the fig tre
The Gospel According to Saint Mark	11:21	And Peter calling to remembrance saith unto him, Master, behold
The Gospel According to Saint Mark	11:22	And Jesus answering saith unto them, Have faith in God
The Gospel According to Saint Mark	11:23	For verily I say unto you, That whosoever shall say unto thi
The Gospel According to Saint Mark	11:24	Therefore I say unto you, What things soever ye desire, when y
The Gospel According to Saint Mark	11:25	And when ye stand praying, forgive, if ye have ought agains
The Gospel According to Saint Mark	11:26	But if ye do not forgive, neither will your Father which is i
The Gospel According to Saint Mark	11:27	And they come again to Jerusalem: and as he was walking in th
The Gospel According to Saint Mark	11:30	The baptism of John, was it from heaven, or of men? answer me
The Gospel According to Saint Mark	11:31	And they reasoned with themselves, saying, If we shall say, Fro
The Gospel According to Saint Mark	11:33	And they answered and said unto Jesus, We cannot tell. And Jesu
The Gospel According to Saint Mark	12:1	And he began to speak unto them by parables. A certain ma
The Gospel According to Saint Mark	12:2	And at the season he sent to the husbandmen a servant, that h
The Gospel According to Saint Mark	12:3	And they caught him, and beat him, and sent him away empty
The Gospel According to Saint Mark	12:4	And again he sent unto them another servant; and at him they cas
The Gospel According to Saint Mark	12:5	And again he sent another; and him they killed, and many others
The Gospel According to Saint Mark	12:6	Having yet therefore one son, his wellbeloved, he sent him als
The Gospel According to Saint Mark	12:7	But those husbandmen said among themselves, This is the heir
The Gospel According to Saint Mark	12:8	And they took him, and killed him, and cast him out of th
The Gospel According to Saint Mark	12:9	What shall therefore the lord of the vineyard do? he will com
The Gospel According to Saint Mark	12:10	And have ye not read this scripture; The stone which th
The Gospel According to Saint Mark	12:13	And they send unto him certain of the Pharisees and of th
The Gospel According to Saint Mark	12:14	And when they were come, they say unto him, Master, we know tha
The Gospel According to Saint Mark	12:16	And they brought it. And he saith unto them, Whose is this imag
The Gospel According to Saint Mark	12:17	And Jesus answering said unto them, Render to Caesar the thing
The Gospel According to Saint Mark	12:18	Then come unto him the Sadducees, which say there is n
The Gospel According to Saint Mark	12:20	Now there were seven brethren: and the first took a wife, an
The Gospel According to Saint Mark	12:21	And the second took her, and died, neither left he any seed: an
The Gospel According to Saint Mark	12:22	And the seven had her, and left no seed: last of all the woma
The Gospel According to Saint Mark	12:23	In the resurrection therefore, when they shall rise, whose wif
The Gospel According to Saint Mark	12:24	And Jesus answering said unto them, Do ye not therefore err
The Gospel According to Saint Mark	12:26	And as touching the dead, that they rise: have ye not read i
The Gospel According to Saint Mark	12:28	And one of the scribes came, and having heard them reasonin
The Gospel According to Saint Mark	12:31	And the second is like, namely this, Thou shalt love th
The Gospel According to Saint Mark	12:32	And the scribe said unto him, Well, Master, thou hast said th
The Gospel According to Saint Mark	12:34	And when Jesus saw that he answered discreetly, he said unt
The Gospel According to Saint Mark	12:35	And Jesus answered and said, while he taught in the temple, Ho
The Gospel According to Saint Mark	12:37	David therefore himself calleth him Lord; and whence is he the
The Gospel According to Saint Mark	12:38	And he said unto them in his doctrine, Beware of the scribes
The Gospel According to Saint Mark	12:41	And Jesus sat over against the treasury, and beheld how th
The Gospel According to Saint Mark	12:42	And there came a certain poor widow, and she threw in two mites
The Gospel According to Saint Mark	12:43	And he called unto him his disciples, and saith unto them
The Gospel According to Saint Mark	13:1	And as he went out of the temple, one of his disciples saith unt
The Gospel According to Saint Mark	13:2	And Jesus answering said unto him, Seest thou these grea
The Gospel According to Saint Mark	13:3	And as he sat upon the mount of Olives over against the temple
The Gospel According to Saint Mark	13:7	And when ye shall hear of wars and rumours of wars, be ye no
The Gospel According to Saint Mark	13:8	For nation shall rise against nation, and kingdom agains
The Gospel According to Saint Mark	13:9	But take heed to yourselves: for they shall deliver you up t
The Gospel According to Saint Mark	13:10	And the gospel must first be published among all nations
The Gospel According to Saint Mark	13:11	But when they shall lead you, and deliver you up, take n
The Gospel According to Saint Mark	13:12	Now the brother shall betray the brother to death, and th
The Gospel According to Saint Mark	13:13	And ye shall be hated of all men for my name’s sake: but he tha
The Gospel According to Saint Mark	13:14	But when ye shall see the abomination of desolation, spoken o
The Gospel According to Saint Mark	13:16	And let him that is in the field not turn back again for to tak
The Gospel According to Saint Mark	13:17	But woe to them that are with child, and to them that give suc
The Gospel According to Saint Mark	13:19	For in those days shall be affliction, such as was not from th
The Gospel According to Saint Mark	13:20	And except that the Lord had shortened those days, no fles
The Gospel According to Saint Mark	13:21	And then if any man shall say to you, Lo, here is Christ; or
The Gospel According to Saint Mark	13:23	But take ye heed: behold, I have foretold you all things
The Gospel According to Saint Mark	13:24	But in those days, after that tribulation, the sun shall b
The Gospel According to Saint Mark	13:26	And then shall they see the Son of man coming in the clouds wit
The Gospel According to Saint Mark	13:27	And then shall he send his angels, and shall gather together hi
The Gospel According to Saint Mark	13:28	Now learn a parable of the fig tree; When her branch is ye
The Gospel According to Saint Mark	13:30	Verily I say unto you, that this generation shall not pass, til
The Gospel According to Saint Mark	13:31	Heaven and earth shall pass away: but my words shall not pas
The Gospel According to Saint Mark	13:32	But of that day and that hour knoweth no man, no, not the angel
The Gospel According to Saint Mark	13:33	Take ye heed, watch and pray: for ye know not when the time is
The Gospel According to Saint Mark	13:34	For the Son of Man is as a man taking a far journey, who lef
The Gospel According to Saint Mark	13:35	Watch ye therefore: for ye know not when the master of the hous
The Gospel According to Saint Mark	13:37	And what I say unto you I say unto all, Watch
The Gospel According to Saint Mark	14:1	After two days was the feast of the passover, and of unleavene
The Gospel According to Saint Mark	14:2	But they said, Not on the feast day, lest there be an uproar o
The Gospel According to Saint Mark	14:3	And being in Bethany in the house of Simon the leper, as he sa
The Gospel According to Saint Mark	14:4	And there were some that had indignation within themselves, an
The Gospel According to Saint Mark	14:6	And Jesus said, Let her alone; why trouble ye her? she hat
The Gospel According to Saint Mark	14:7	For ye have the poor with you always, and whensoever ye will y
The Gospel According to Saint Mark	14:8	She hath done what she could: she is come aforehand to anoint m
The Gospel According to Saint Mark	14:9	Verily I say unto you, Wheresoever this gospel shall be preache
The Gospel According to Saint Mark	14:10	And Judas Iscariot, one of the twelve, went unto the chie
The Gospel According to Saint Mark	14:11	And when they heard it, they were glad, and promised to give hi
The Gospel According to Saint Mark	14:12	And the first day of unleavened bread, when they killed th
The Gospel According to Saint Mark	14:14	And wheresoever he shall go in, say ye to the goodman of th
The Gospel According to Saint Mark	14:16	And his disciples went forth, and came into the city, and foun
The Gospel According to Saint Mark	14:17	And in the evening he cometh with the twelve
The Gospel According to Saint Mark	14:18	And as they sat and did eat, Jesus said, Verily I say unto you
The Gospel According to Saint Mark	14:19	And they began to be sorrowful, and to say unto him one by one
The Gospel According to Saint Mark	14:21	The Son of man indeed goeth, as it is written of him: but woe t
The Gospel According to Saint Mark	14:22	And as they did eat, Jesus took bread, and blessed, and brak
The Gospel According to Saint Mark	14:23	And he took the cup, and when he had given thanks, he gave it t
The Gospel According to Saint Mark	14:24	And he said unto them, This is my blood of the new testament
The Gospel According to Saint Mark	14:25	Verily I say unto you, I will drink no more of the fruit of th
The Gospel According to Saint Mark	14:26	And when they had sung an hymn, they went out into the mount o
The Gospel According to Saint Mark	14:27	And Jesus saith unto them, All ye shall be offended because o
The Gospel According to Saint Mark	14:28	But after that I am risen, I will go before you into Galilee
The Gospel According to Saint Mark	14:29	But Peter said unto him, Although all shall be offended, ye
The Gospel According to Saint Mark	14:30	And Jesus saith unto him, Verily I say unto thee, That this day
The Gospel According to Saint Mark	14:31	But he spake the more vehemently, If I should die with thee, 
The Gospel According to Saint Mark	14:32	And they came to a place which was named Gethsemane: and h
The Gospel According to Saint Mark	14:33	And he taketh with him Peter and James and John, and began to b
The Gospel According to Saint Mark	14:35	And he went forward a little, and fell on the ground, and praye
