Book	Chapter	Verse	Text
Psalms	37	10	Yet but a little, and the wicked vanish: look at their place: they are there no more.
Psalms	37	11	But the humble will have the land, and the rapture of peace in abundance.
Psalms	37	12	The wicked plots against the righteous, snarls like a wild animal;
Psalms	37	13	the LORD  laughs, for he sees that his day is coming.
Psalms	37	14	The wicked have drawn the sword, and bent the bow, to fell the poor, to slay those who walk uprightly;
Psalms	37	15	but their sword will pierce their own heart, and their bows will be broken in pieces.
Psalms	37	16	Better is the righteous person’s little than the wealth of many wicked.
Psalms	37	17	For the arms of the wicked will be broken, but the LORD  upholds the righteous.
Psalms	37	18	The LORD  watches over the days of the blameless, their heritage will continue forever.
Psalms	37	19	They will not be shamed in the evil time, in the days of famine they will be satisfied.
Psalms	37	20	Because the wicked will perish: but the foes of the LORD, like a brand in the oven, will vanish, like smoke they will vanish.
Psalms	37	21	The wicked must borrow and cannot pay back, but the righteous is lavish and gives.
Psalms	37	22	For those blest by the LORD  inherit the land, while those whom he curses will be cut off.
Psalms	37	23	The LORD  supports the steps of those with whom he is pleased.
Psalms	37	24	Though they fall, they will not be cast headlong, for the LORD  holds their hands.
Psalms	37	25	Never, from youth to age, have I seen the righteous forsaken, or their children begging bread.
Psalms	37	26	They are ever lavishly lending, and their children are fountains of blessing.
Psalms	37	27	Turn away from evil and do good and you will live in the land forever.
Psalms	37	28	For the LORD  loves justice, he does not forsake his friends.  The unrighteous will be destroyed forever, and the seed of the wicked will be cut off.
Psalms	37	29	But the land will belong to the righteous, they will live upon it forever,
Psalms	37	30	The mouth of the righteous murmurs wisdom, and words of justice are on their tongues.
Psalms	37	31	The law of their God is in their heart, their steps are never unsteady.
Psalms	37	32	The wicked watches the righteous, and seeks to put them to death.
Psalms	37	33	But the LORD  leaves them not in their hand: at their trial they will not be held guilty.
Psalms	37	34	Wait on the LORD, and observe his way: he will lift you to honor the land will be yours, you will feast your eyes on the doom of the wicked.
Psalms	37	35	I have seen the wicked exultant, lifting themselves like a cedar of Lebanon.
Psalms	37	36	But the moment I passed, they vanished! I sought for them, but they could not be found.
Psalms	37	37	Preserve your honor and practise uprightness, for such a person fares well in the end.
Psalms	37	38	But transgressors will perish together. Cut off are the wicked forever.
Psalms	37	39	The righteous are saved by the LORD, who in time of distress is their refuge:
Psalms	37	40	the LORD  helps and rescue them, from the wicked he rescues and saves them, because they take refuge in him.
Psalms	38	1	Reprove me not, LORD, in your anger, and chasten me not in your wrath;
Psalms	38	2	for your arrows have sunk into me, and your hand lies heavy upon me.
Psalms	38	3	In my flesh is no soundness because of your anger, no health in my bones, because of my sin.
Psalms	38	4	For that my guilt is gone over my head: it weighs like a burden too heavy for me.
Psalms	38	5	My wounds stink and fester, for my foolishness I am tormented.
Psalms	38	6	Bent and bowed am I utterly, all the day going in mourning.
Psalms	38	7	My loins are filled with burning, and in my flesh is no soundness.
Psalms	38	8	I am utterly crushed and numb; I cry louder than lion roars.
Psalms	38	9	LORD, you know all that I long for, my groans are not hidden from you.
Psalms	38	10	My heart is throbbing, my strength has failed me. The light of my eyes – even it is gone from me.
Psalms	38	11	My dear ones and friends keep aloof, and my neighbors stand afar off.
Psalms	38	12	They who aim at my life lay their snares, they who seek my hurt speak of ruin, nursing treachery all the day long.
Psalms	38	13	But I turn a deaf ear and hear not; like the dumb I open not my mouth.
Psalms	38	14	I am like one without hearing, with no arguments in my mouth.
Psalms	38	15	For my hope, O LORD, is in you. You will answer, O LORD  my God,
Psalms	38	16	when I utter the hope that those who made scorn of my tottering feet may not rejoice over me.
Psalms	38	17	For I am ready to fall, my pain forsakes me never.
Psalms	38	18	I acknowledge my guilt, I am anxious because of my sin:
Psalms	38	19	My wanton assailants are strong, those who wrongfully hate me are many,
Psalms	38	20	who render me evil for good, and oppose me, because I make good my goal.
Psalms	38	21	Do not forsake me, O LORD ; my God, be not far from me.
Psalms	38	22	Hasten to help me, O LORD  my savior.
Psalms	39	1	I vowed to watch my words, and sin not with my tongue, but to put on my mouth a muzzle, while the wicked were in my presence.
Psalms	39	2	I was silent and dumb, speechless: but my pain was stirred up.
Psalms	39	3	My heart grew hot within me; as I mused, the fire was kindled, till at last the words came to my tongue.
Psalms	39	4	“Teach me, O LORD, my end, and the sum of my days what it is. Let me know how transient I am.
Psalms	39	5	See! My days you have made but a span, and my life is as nothing before you. It is but as a breath that everyone stands: *Selah*
Psalms	39	6	it is but in mere semblance we walk to and fro, and all our noise is for nothing. We heap up, and know not who will gather.”
Psalms	39	7	And now, what wait I for, LORD ? My hope is in you.
Psalms	39	8	From all my transgressions deliver me; make me not the scorn of the fool.
Psalms	39	9	I am dumb, never opening my mouth, for this is your own doing.
Psalms	39	10	Remove your stroke from off me: by the might of your hand I am spent.
Psalms	39	11	When you rebuke someone to punish their sins, you consume, like a moth, what they treasures. Everyone is only a breath. *Selah*
Psalms	39	12	Hear my prayer, O LORD ; attend to my cry for help. Hold not your peace at my tears. For I am but a guest of yours, a stranger visiting, like all my ancestors.
Psalms	39	13	Look away from me, let me smile again, before I die and am gone.
Psalms	40	1	For the LORD  I waited and waited, till, inclining to me, he heard my cry.
Psalms	40	2	From the horrible pit he drew me, up out of the miry clay; he set my feet on a rock, and my steps he made firm.
Psalms	40	3	He put a new song in my mouth, of praise to our God. Many see it, and, filled with awe, put their trust in the LORD .
Psalms	40	4	Happy the person who has put in the LORD  their trust, not looking to false gods or turning to idols.
Psalms	40	5	With us you have wrought in rich measure, O LORD  our God, your marvels and purposes for us – none may compare with you – were I to declare or to tell them, past counting are they.
Psalms	40	6	In offerings bloody or bloodless you have no delight, but with open ears you have made me. Burnt-offering and offering for sin are not what you ask.
Psalms	40	7	Then said I, “Here I am, as the roll of the book has enjoined.
Psalms	40	8	My delight, O God, is to do your will, and your law is within my heart.”
Psalms	40	9	Well, O LORD, you know that, with lips unrestrained, your righteousness I told in the great congregation,
Psalms	40	10	not hiding it in my heart. I have told of your steadfast help, from the great congregation I hid not your love and your faithfulness.
Psalms	40	11	So do not restrain, LORD, your pity from us. Your love and your faithfulness – ever may they be our shield.
Psalms	40	12	For evils that cannot be numbered have compassed me round. My transgressions have followed me up – I can bear it no more. They are more than the hairs of my head, and my heart has forsaken me.
Psalms	40	13	O LORD, be pleased to deliver me, haste to my help, O LORD .
Psalms	40	14	May those who are seeking my life be ashamed and confounded together; may those who delight in my hurt be defeated and brought to dishonor.
Psalms	40	15	May those who hurrah over me be dumbfounded because of their shame.
Psalms	40	16	But may all who seek after you rejoice and be glad in you. May all those eager for your aid, say, “Great is the LORD ” evermore.
Psalms	40	17	I am weak and needy, yet the LORD  cares for me. You are my help and deliverer; don’t delay, my God.
Psalms	41	1	Happy are those who consider the weak; in the day of misfortune the LORD  will deliver them.
Psalms	41	2	He will keep them safe, happy, and long in the land, and not give them up to the rage of their foes.
Psalms	41	3	The LORD  will sustain them on bed of languishing; tending their sickness, as long as they lie.
Psalms	41	4	For this cause I say, “LORD, show me your favor; heal me, because I have sinned against you.”
Psalms	41	5	My enemies speak of me nothing but evil, “When will he die, and his name pass away?”
Psalms	41	6	When one comes to see me, their words ring hollow; their heart keeps gathering mischief the while; and when they go out, they give it speech.
Psalms	41	7	In secret they whisper together against me, all those who hate me plot evil against me.
Psalms	41	8	“Some fatal disease has fastened upon him; and now that he lies, he will rise up no more.”
Psalms	41	9	My most trusted friend, on whom I relied, who ate of my bread, has turned against me.
Psalms	41	10	But do you, LORD, graciously raise me up, that I may pay them their due reward.
Psalms	41	11	By this will I know you delight in me: if my foes may not shout over me in triumph.
Psalms	41	12	For my innocence you uphold me, and set me forever before your face.
Psalms	41	13	*Blessed be the LORD, the God of Israel,* *from everlasting to everlasting,* *Amen and Amen.*
Psalms	42	1	Like the hart which longs for brooks of water, I long for you, God.
Psalms	42	2	I thirst for God, for my living God. When shall I enter in, and see the face of God?
Psalms	42	3	My tears have been my food by day and by night; for they say to me all the day long, “Where is your God?”
Psalms	42	4	My heart floods with sorrow, as I call to mind: how I used to pass on with the throng, at their head, to the house of God, with glad shouts and giving of thanks, in the throng who kept festival.
Psalms	42	5	Why am I downcast? Why this moaning within me? Hope in God; for yet will I praise him, my help, my God.
Psalms	42	6	I am sunk in my misery; I will therefore call you to mind from the land of Jordan and Hermon, the mountain Mizar.
Psalms	42	7	Flood is calling to flood at the noise of your cataracts; all your waves and your breakers have passed over me.
Psalms	42	8	In the day I cry to the LORD to summon his kindness; and the song that I sing in the night is a prayer to the living God.
Psalms	42	9	I say to God my rock, “Why have you forgotten me? Why must I walk so sadly, so hard pressed by the foe?”
Psalms	42	10	It pierces me to the heart to hear the enemy’s taunts, as all the day long they say to me, “Where is your God?”
Psalms	42	11	Why am I downcast? Why this moaning within me? Hope in God; for yet will I praise him, my help, my God.
Psalms	43	1	Right me, defend my cause against a pitiless people. From the crafty and crooked, O God, deliver me.
Psalms	43	2	For you are God my protector: why have you cast me off? Why must I walk so sadly, so hard pressed by the foe?
Psalms	43	3	Send forth your light and your truth, let them be my guides: to your holy hill let them bring me, to the place where you live.
Psalms	43	4	Then will I go to God’s altar, to God my rejoicing; and with joy on the lyre I will praise you, O God, my God.
Psalms	43	5	Why am I downcast? Why this moaning within me? Hope in God; for yet will I praise him, my help, my God.
Psalms	44	1	O God, we have heard with our ears, all our ancestors have told us of the work that you wrought in their day, your wonders in days of old,
Psalms	44	2	uprooting and crushing the nations, then planting and settling them. For it wasn’t their own sword that won them the land,
Psalms	44	3	it was not their own arm that brought them the victory. Yours was the hand and the arm, yours was the face that shone on them with favor.
Psalms	44	4	It was you, my king and my God, that ordained the victories of Jacob.
Psalms	44	5	Through you we can thrust back our foes, and by your name tread down our assailants:
Psalms	44	6	for not in my bow do I trust, nor can my sword win me the victory.
Psalms	44	7	Our victory comes from you, and confusion to those who hate us.
Psalms	44	8	In God we boast all the day long, and your name will we praise forever. *Selah*
Psalms	44	9	Yet you have spurned and disgraced us, in not going forth with our armies,
Psalms	44	10	and in making us flee from the foe, so that those who hated us plundered us.
Psalms	44	11	You have let us be eaten like sheep, you have scattered us over the world,
Psalms	44	12	sold your people for a pittance, and getting no gain from their price.
Psalms	44	13	You have made us the butt of our neighbors, the derision and scorn of all round us.
Psalms	44	14	O’er the world you have made us a byword, the nations at us shake their heads.
Psalms	44	15	My disgrace is forever before me, my face is covered with shame,
Psalms	44	16	at the words of blasphemer and scoffer, at the sight of the foe and the vengeful.
Psalms	44	17	All this has come upon us, yet we have not forgotten you nor falsely dealt with your covenant.
Psalms	44	18	Our heart has not turned back, nor our steps declined from your way,
Psalms	44	19	that you thus should have crushed us down, and covered us over with gloom, in the place where the jackals roam.
Psalms	44	20	Had we forgotten the name of our God, or stretched out our hands to a god that was strange,
Psalms	44	21	would God not have searched this out? For he knows the heart and its secrets.
Psalms	44	22	But in your cause it is we are killed all the day, and counted as sheep for the slaughter.
Psalms	44	23	Rouse yourself, why do you sleep Lord? Awake, cast us not off forever.
Psalms	44	24	Why do you hide your face, forgetting our stress and our misery?
Psalms	44	25	For we have sunk down to the dust, our bodies cling to the ground.
Psalms	44	26	Arise, come to our help: for your love’s sake, ransom us.
Psalms	45	1	My heart is astir with beautiful words: I will sing a song, concerning the king, with tongue like the pen of a ready writer.
Psalms	45	2	Your beauty is more than mortal, grace is shed over your lips: therefore God has blessed you forever.
Psalms	45	3	Warrior, strap your sword on your thigh. What glory and splendor!
Psalms	45	4	Good fortune attend you, as forth you ride in the cause of good faith, and as champion of justice. May your arm instruct you in deeds of dread.
Psalms	45	5	Sharp are your arrows; nations fall under you: pierced to the heart are the foes of the king.
Psalms	45	6	Your throne shall endure for ever and ever your royal sceptre a sceptre of equity.
Psalms	45	7	Right you love and wrong you hate: therefore the LORD  your God anoints you With oil of gladness above your fellows.
Psalms	45	8	With myrrh, aloes, and cassia your robes are all fragrant, you are gladdened by music of ivory harps.
Psalms	45	9	King’s daughters stand ready with jewels for you, at your right hand the queen in gold of Ophir.
Psalms	45	10	Listen, daughter, and see; and incline your ear: forget your folk and your father’s house.
Psalms	45	11	And when the king desires your beauty, bow to him, for he is your lord.
Psalms	45	12	So shall the Tyrians come with gifts, and the richest of people will do you homage.
Psalms	45	13	The king’s daughter is glorious altogether, with dress of pearls inwrought with gold.
Psalms	45	14	In many-coloured robes she is led to the king, with the virgin companions she brought in her train.
Psalms	45	15	The king’s palace they enter with joy and rejoicing.
Psalms	45	16	May sons of yours take the place of your fathers, whom you will make princes in all the land.
Psalms	45	17	Your name will I celebrate world without end, so that nations shall praise you for ever and ever.
Psalms	46	1	God is our refuge and strength, a very present help in trouble.
Psalms	46	2	So we have no fear, though earth should change, and the hills totter into the heart of the ocean.
Psalms	46	3	Let its waters roar and foam, let the mountains shake with the swelling thereof. On our side is the LORD  of hosts, our sure defence is the God of Jacob. *Selah*
Psalms	46	4	A river there is, whose streams make glad God’s city, the home the Most High has hallowed.
Psalms	46	5	God is within her: she cannot be shaken. God helps her at the turn of the morning.
Psalms	46	6	Nations roared, kingdoms tottered: he uttered his voice, earth melted away.
Psalms	46	7	On our side is the LORD  of hosts, our sure defence is the God of Jacob.
Psalms	46	8	Come and see what the LORD  has done, working appallingly in the earth.
Psalms	46	9	He stills wars to the ends of the earth – breaking the bow, snapping the spear, burning the chariots in the fire.
Psalms	46	10	“Refrain; and know surely that I am God, high over the nations, high over the world.”
Psalms	46	11	On our side is the LORD  of Hosts, our sure defence is the God of Jacob. *Selah*
Psalms	47	1	Clap your hands, all you peoples: shout to God in ringing cries.
Psalms	47	2	For the LORD  is most high and dread, a great king over all the earth.
Psalms	47	3	He subdues the peoples under us, the nations under our feet;
Psalms	47	4	he chooses our heritage for us, the glory of Jacob whom he loves. *Selah*
Psalms	47	5	God is gone up with a shout, the LORD  with the sound of a trumpet.
Psalms	47	6	Sing praise to our God, sing praises: sing praise to our king, sing praises.
Psalms	47	7	For king of all earth is he: praise God in a skilful song.
Psalms	47	8	God is king over all the nations, God sits on his holy throne.
Psalms	47	9	Princes of nations gather with the people of Abraham’s God: for the shields of the earth are God’s; greatly exalted is he.
Psalms	48	1	Great is the LORD  and worthy all praise in the city of our God. His holy mountain,[48:2] that rises so fair, is the joy of all the world. Like the mount of the gods is Mount Zion, the city of the great king.
Psalms	48	3	Once God made himself known as the defence of her palaces.
Psalms	48	4	For see! A concert of kings passed over the frontier together.
Psalms	48	5	But one glance, and they were astounded; they hastened away in dismay.
Psalms	48	6	Trembling took hold of them there, like the pains of a woman in labor.
Psalms	48	7	They were shattered, as east wind shatters the giant ships in pieces.
Psalms	48	8	What we heard, we now have seen in the city of the LORD  of hosts, the city of our God. God will uphold her forever. *Selah*
Psalms	48	9	We think, O God, of your love, in the midst of your temple.
Psalms	48	10	Your fame, O God, like your name, shall extend to the ends of the earth. Victory fills your hand.
Psalms	48	11	Let mount Zion be glad; let the daughters of Judah rejoice because of your judgments.
Psalms	48	12	Walk about Zion, go round her; count her towers.
Psalms	48	13	Set your mind on her ramparts, consider her palaces; that you tell to the next generation
Psalms	48	14	That such is God, our God he it is who shall guide us for ever and ever.
Psalms	49	1	Hear this, you peoples all; attend, all you who live in the world
Psalms	49	2	people of low degree and high, the rich and the poor together.
Psalms	49	3	My mouth shall utter wisdom, the thoughts of a seeing heart.
Psalms	49	4	I incline my ear to a proverb, on the lyre I will open my riddle.
Psalms	49	5	Why should I be afraid in the days of misfortune, when circled by wicked and cunning foes,
Psalms	49	6	who put their trust in their wealth, and boast of their boundless riches?
Psalms	49	7	For assuredly no one can ransom themselves, or give to God the price of their life,
Psalms	49	8	for the ransom of a life is costly, no payment is ever enough,
Psalms	49	9	to keep them alive for ever and ever, so as never to see the pit at all.
Psalms	49	10	But see it they will. Even wise people die, the fool and the brutish perish alike, and abandon their wealth to others.
Psalms	49	11	The grave is their everlasting home, the place they shall live in for ever and ever, though after their own names they called whole lands.
Psalms	49	12	Despite their wealth, they perish like dumb animals.
Psalms	49	13	This is the fate of the confident fool, and the end of those who are pleased with their portion. *Selah*
Psalms	49	14	Like sheep they descend to Sheol with Death for their shepherd; down they go straight to the grave, and their form wastes away in their home below.
Psalms	49	15	But God will assuredly ransom my life from the hand of Sheol; for he will receive me. *Selah*
Psalms	49	16	So be not afraid when someone grows rich, when the wealth of their house increases.
Psalms	49	17	Not a shred of it all can they take when they die, wealth cannot follow them down.
Psalms	49	18	Though they count themselves happy, when they are alive, and win praise from many for faring so well,
Psalms	49	19	they must join their ancestors, who see the light nevermore.
Psalms	49	20	The wealthy are without understanding, they perish like dumb animals.
Psalms	50	1	The LORD  God has spoken: He summons the earth from sunrise to sunset.
Psalms	50	2	From Zion, perfection of beauty, God’s glory shines forth.
Psalms	50	3	Our God comes, he cannot keep silence, devouring fire is before him, and furious tempest around him.
Psalms	50	4	He summons the heavens above and the earth to judge his people.
Psalms	50	5	Gather to him his saints by covenant-sacrifice bound to him;
Psalms	50	6	that the heavens may declare his justice, for a God of justice is he. *Selah*
Psalms	50	7	“Hear, O my people, and I will speak, and protest to you, O Israel: I am the LORD, your God.
Psalms	50	8	Not for your sacrifices will I reprove you your burnt-offerings are ever before me
Psalms	50	9	Not a bullock will I take from your house, nor male goats out of your folds;
Psalms	50	10	for all beasts of the forest are mine, and the kine on a thousand hills.
Psalms	50	11	I know all the birds of the air, all that moves on the fields is mine.
Psalms	50	12	Were I hungry, I would not tell you, for the world and its fulness are mine.
Psalms	50	13	Am I such as to eat bulls’ flesh, or drink the blood of goats?
Psalms	50	14	Offer to God a thank-offering, pay the Most High your vows.
Psalms	50	15	Summon me in the day of distress, I will rescue you, so will you honor me.”
Psalms	50	16	But to the wicked God says: “What right have you to talk of my statutes, or take my covenant into your mouth
Psalms	50	17	while you yourself hate correction, and cast my words behind you?
Psalms	50	18	When you see a thief, you run with them; with adulterers you keep company.
Psalms	50	19	You let your mouth loose for evil, your tongue contrives deceit.
Psalms	50	20	You shamefully speak of your kin, and slander your own mother’s son.
Psalms	50	21	And because I kept silence at this, you did take me for one like yourself. But I will convict you and show you plainly.
Psalms	50	22	“Now you who forget God, mark this, lest I rend you, past hope of deliverance.
Psalms	50	23	Those who bring a thank-offering honor me; but to those: who follows my way, I will show the salvation of God.”
Psalms	51	1	In your kindness, O God, be gracious to me, in your own great pity blot out my transgressions.
Psalms	51	2	Wash me clean of my guilt, make me pure of my sin.
Psalms	51	3	For well I know my transgressions, my sin is ever before me.
Psalms	51	4	Against you, only you, have I sinned, and done that which is wrong in your sight: you therefore are just when you speak, and clear when you utter judgment.
Psalms	51	5	See! In guilt was I brought to the birth, and in sin did my mother conceive me.
Psalms	51	6	It’s the innermost truth you desire, give me therefore true wisdom of heart.
Psalms	51	7	Purge me clean with hyssop, wash me whiter than snow.
Psalms	51	8	Fill me with joy and gladness, let the bones you have broken rejoice.
Psalms	51	9	Hide your face from my sins, and blot out my guilt altogether.
Psalms	51	10	Create me a clean heart, O God, put a new steadfast spirit within me.
Psalms	51	11	Cast me not forth from your presence, withdraw not your holy spirit.
Psalms	51	12	Give me back the joy of your help, with a willing spirit sustain me.
Psalms	51	13	I will teach your ways to transgressors, and sinners shall turn to you.
Psalms	51	14	Save me from blood, O God, and my tongue shall ring out your faithfulness.
Psalms	51	15	Open my lips, O LORD, and my mouth shall declare your praise.
Psalms	51	16	For in sacrifice you have no pleasure, in gifts of burnt-offering no delight.
Psalms	51	17	The sacrifice pleasing to God is a spirit that is broken; a heart that is crushed, O God, you will not despise.
Psalms	51	18	Do good in your pleasure to Zion, build the walls of Jerusalem.
Psalms	51	19	Then will you welcome the due forms of sacrifice, then on your altars shall bullocks be offered.
Psalms	52	1	Why glory in mischief, you hero? God’s kindness is all the day.
Psalms	52	2	Engulfing ruin you plot, your tongue like a razor sharpened, you practiser of deceit.
Psalms	52	3	Evil, not good, you love, and falsehood, not words of truth. *Selah*
Psalms	52	4	But you love all words that devour, and a tongue that is given to deceit.
Psalms	52	5	But God, on his part, shall destroy you forever, grasp you and pluck you out of your tent, and root you out of the land of the living. *Selah*
Psalms	52	6	Smitten with awe at the sight, the righteous shall laugh at you.
Psalms	52	7	“Look” (they will say) “at the hero who did not make God his stronghold, but trusted in his great wealth and in the strength of his riches.”
Psalms	52	8	But I am like a fresh olive-tree in the house of God. I trust in the kindness of God for ever and evermore.
Psalms	52	9	I will render you thanks for ever for what you have done. I will tell how good you are in the presence of those who love you.
Psalms	53	1	Fools say in their heart, “There is no God.” Vile, hateful their life is; not one does good.
Psalms	53	2	From heaven God looks out on humans, to see if any are wise, and care for God.
Psalms	53	3	But all have turned bad, the taint is on all; not one does good, no, not one.
Psalms	53	4	Have they learned their lesson, those workers of evil? Who ate up my people, eating, devouring, never calling to the LORD .
Psalms	53	5	Sore afraid will they be, where no fear was; when God scatters the bones of the godless people. They will be put to shame, when God rejects them.
Psalms	53	6	If only help from Zion would come for Israel! When God brings his people a change of fortune, how glad will be Jacob, and Israel how joyful!
Psalms	54	1	Save me, O God, by your name, by your power secure for me justice.
Psalms	54	2	Listen, O God, to my prayer, attend to the words of my mouth.
Psalms	54	3	For proud men have risen against me, and terrible men seek my life, men who do not set God before them. *Selah*
Psalms	54	4	But see! God is my helper, the LORD  is sustaining my life.
Psalms	54	5	Let their evil fall back on my foes: cut them off in your faithfulness, LORD .
Psalms	54	6	Then will I bring you glad sacrifice, praising your gracious name;
Psalms	54	7	for from all distress you have saved me, and feasted my eyes on my foes.
Psalms	55	1	Listen, God, to my prayer. Don’t hide yourself from my pleading.
Psalms	55	2	Hear me, and answer; for bitter is my lament.
Psalms	55	3	I am wild with the noise of the foe, with the clamor of the ungodly; for they hurl disaster upon me, and attack me with fury.
Psalms	55	4	My heart shudders within me, terrors of deaths press on me,
Psalms	55	5	fear and trembling attack me, and horror wraps me round.
Psalms	55	6	O for the wings of a dove: I would fly away and rest.
Psalms	55	7	I would wander far away, find refuge in the wilderness. *Selah*
Psalms	55	8	I would find myself a shelter from raging wind and tempest.
Psalms	55	9	Confuse them, LORD, upset their plans; for I see violence and strife in the city.
Psalms	55	10	By day and by night they make their rounds on the city walls, while within is crime and trouble,
Psalms	55	11	within is ruin. Her market-place is never free of deceit and tyranny.  ##### The Treacherous Friend #####
Psalms	55	12	The taunts were not those of a foe that I could have borne; the disdain was not that of an enemy I could have shunned them:
Psalms	55	13	but it was you, my equal, my dear and familiar friend.
Psalms	55	14	We used to be so close, together we walked in God’s house with the crowd.
Psalms	55	15	May death suddenly take them, may they go down to Sheol alive, for evil lives in their homes and their hearts.
Psalms	55	16	But I will call on God, the LORD  will save me.
Psalms	55	17	Evening and morning and noon I lament and moan. He will hear my voice;
Psalms	55	18	though I am attacked by many he will rescue me, unharmed from the war.
Psalms	55	19	God, who sits on his ancient throne will hear and will humble them, for they never change, they never fear God. *Selah*
Psalms	55	20	My friend turned against me, betrayed his word.
Psalms	55	21	His mouth was smoother than butter, but war filled his heart. His words were softer than oil, but sharper than swords.
Psalms	55	22	Cast your burden on the LORD, and he will sustain you. He will never let the righteous be shaken.
Psalms	55	23	But you, God, will hurl them down to the deepest pit. Bloody and treacherous people will not live out half their days; but I will trust you.
Psalms	56	1	O God, be gracious to me, for people trample upon me, all the day righting and pressing me.
Psalms	56	2	All the day enemies trample me; many there be who contend with me bitterly.
Psalms	56	3	In the day of my terror I trust in you.
Psalms	56	4	In God I maintain my cause, in God I fearlessly trust. What can flesh do to me?
Psalms	56	5	They torture me all the day, they ceaselessly plan to hurt me,
Psalms	56	6	banded together in secret, watching my every step, as those who hope for my death.
Psalms	56	7	Pay them out for their sin, O God, hurl down the strong in your anger.
Psalms	56	8	You yourself count my wanderings. Put in your bottle my tears are they not in your book?
Psalms	56	9	Then shall my foes be turned back in the day that I call. Of this I am sure, because God is for me.
Psalms	56	10	In God I maintain my cause, in the LORD  I maintain my cause.
Psalms	56	11	In God I fearlessly trust, what can people do to me?
Psalms	56	12	Your vows are upon me, O God, I will render thank-offerings to you;
Psalms	56	13	because you have saved me from death, my feet from stumbling, to the end that I walk before God in the light of the living.
Psalms	57	1	Be gracious, O God, be gracious to me, for in you I take shelter. In your sheltering wings I take refuge, till ruin be over past.
Psalms	57	2	I cry to the Most High God, to the God who accomplishes for me.
Psalms	57	3	He will send me his succour from heaven, he will thrust away those who would trample me. *Selah*
Psalms	57	4	In the midst of lions I lie, who devour human prey. Their teeth are spears and arrows, and their tongue is a sharpened sword.
Psalms	57	5	Be exalted, God, o’er the heavens, and your glory o’er all the earth.
Psalms	57	6	They set a net for my feet, but in it was their own foot caught. Before me they dug a pit, but they fell into it themselves. *Selah*
Psalms	57	7	My heart is steadfast, O God, my heart is steadfast. I would sing, I would make music;
Psalms	57	8	awake, my soul. Awake, harp and lyre; I would wake the dawn.
Psalms	57	9	I would praise you among the peoples, O LORD, and make music among the nations to you;
Psalms	57	10	for great to heaven is your love, and your faithfulness to the clouds.
Psalms	57	11	Be exalted, God, o’er the heavens, and your glory o’er all the earth.
Psalms	58	1	Do you speak what is right, you gods? With equity judge you your people?
Psalms	58	2	In the land you practise iniquity – all of you; violence do you dispense with your hands.
Psalms	58	3	The wicked go astray from the womb liars take the wrong path from their birth.
Psalms	58	4	Venom have they like the venom of snakes, they are like the deaf adder that stops her ears,
Psalms	58	5	and refuses to listen to the voice of the charmer, or binder of spells, no matter how cunning.
Psalms	58	6	O God, break to pieces the teeth in their mouth, tear out the great teeth of the young lions, LORD .
Psalms	58	7	May they melt away like running water! Like tender grass, cut down may they be!
Psalms	58	8	Like the snail that dissolves on its crawling path, like the birth untimely which sees not the sunlight.
Psalms	58	9	Faster than a thorn-fire heats your pots, he will come with his tempest and sweep them away.
Psalms	58	10	The sight of such vengeance will gladden the righteous; their feet they will wash in the blood of the wicked.
Psalms	58	11	People will say, “Yes, the just are rewarded: yes, on the earth is a God who is Judge.”
Psalms	59	1	Save me, O God, from my enemies; secure me from my assailants.
Psalms	59	2	Save me from those who do wrong, save me from the bloodthirsty.
Psalms	59	3	For see! They lay ambush for me, strong men are banded against me not for sin or transgression of mine, for no guilt of mine, O LORD,
Psalms	59	4	they run and make ready. Awake! Come forth to meet me, and see!
Psalms	59	5	You, O LORD  of hosts, God of Israel, awake! And punish the proud, every one; spare none of the traitors vile. *Selah*
Psalms	59	6	At evening they come, and, howling like dogs, make their round in the city.
Psalms	59	7	Look at their venomous mouths, tongues like swords, they think no one hears them.
Psalms	59	8	But you, LORD, laugh at them, you mock all the insolent.
Psalms	59	9	My strength, I will sing to you, for God is my sure retreat.
Psalms	59	10	My God with his love will meet me, and feast my eyes on my foes.
Psalms	59	11	Slay them not, lest my people forget, let your hosts keep them roaming and wandering.
Psalms	59	12	In their sinful speech snare them, O LORD ; and may they be trapped in their pride, for the curses and lies that they utter.
Psalms	59	13	In your wrath make a clean end of them, that people, to the ends of the earth, may know that God rules in Jacob. *Selah*
Psalms	59	14	At evening they come, and, howling like dogs, make their round in the city.
Psalms	59	15	They roam about for a feast, and snarl, if they get not their fill.
Psalms	59	16	But I will sing of your might; I will ring out your love in the morning. For to me you have been a sure refuge, a retreat in the day of my trouble.
Psalms	59	17	My strength, I will sing praise to you, for God is my sure retreat, my faithful God.
Psalms	60	1	O God, you have spurned and broken us, routing us in your wrath – restore us!
Psalms	60	2	You have shaken the land and cleft it; heal its tottering breaches.
Psalms	60	3	You have made your people drink hardship, and given us wine of reeling.
Psalms	60	4	You have given those who fear you a banner, a rallying-place from the bow, *Selah*
Psalms	60	5	for the rescue of your beloved. Save by your right hand and answer us.
Psalms	60	6	God did solemnly swear: “As victor will I divide Shechem, and mete out the valley of Succoth.
Psalms	60	7	Mine is Gilead, mine is Manasseh, Ephraim is the defence of my head, Judah my sceptre of rule,
Psalms	60	8	Moab the pot that I wash in, Edom – I cast my shoe over it, I shout o’er Philistia in triumph.”
Psalms	60	9	O to be brought to the fortified city! O to be led into Edom!
